CaseId,WEIGHT,P_IMAGE1A,P_IMAGE1B,P_IMAGE2A,P_IMAGE2B,P_IMAGE3A,P_IMAGE3B,P_IMAGE4A,P_IMAGE4B,P_IMAGE5A,P_IMAGE5B,P_IMAGE6A,P_IMAGE6B,P_IMAGE7A,P_IMAGE7B,P_IMAGE8A,P_IMAGE8B,P_RELIG,P_ATTEND,P_ZIPCODE,P_CBSA,RND_00,RND_01,RND_02,RND_03,RND_04,RND_05,RND_06,RND_07,RND_08,POLADSTRUMPTEMPS4,POLAADSBIDENTEMPS4,POLADSREGULATIONS4,POLADSGLOBALWARMINGS4,MONTGOMERY1S4,MONTGOMERY2S4,MONTGOMERY3S4,MONTGOMERY4S4,MONTGOMERY5S4,MONTGOMERY6S4,MONTGOMERY7S4,MONTGOMERY8S4,PolAdsORDER1,PolAdsORDER2,PolAdsORDER3,PolAdsORDER4,PolAdsORDER5,PolAdsORDER6,PolAdsORDER7,PolAdsORDER8,POLADSTRUMP1S4,POLADSTRUMP2S4,POLADSBIDEN1S4,POLADSBIDEN2S4,POLADSEXXON1S4,POLADSEXXON2S4,POLADSPATAGONIA1S4,POLADSPATAGONIA2S4,POLADSPOWER1S4,POLADSPOWER2S4,POLADSSIERRA1S4,POLADSSIERRA2S4,POLADSCOLGATE1S4,POLADSCOLGATE2S4,POLADSMSC1S4,POLADSMSC2S4,PartyID7,IDEO1S4,QCANDI20,QPA015A,BAGAINS4,QPAC2,STARTDT,ENDDT,duration,SURV_MODE,SURV_LANG,Device,GENDER,AGE,AGE4,AGE7,RACETHNICITY,EDUC5,MARITAL,EMPLOY,INCOME,INCOME4,INCOME9,STATE,REGION4,REGION9,METRO,INTERNET,HOUSING,HOME_TYPE,PHONESERVICE,HHSIZE,HH01,HH25,HH612,HH1317,HH18OV
2664,0.16239560,212,155,655,231,241,342,135,464,441,152,441,425,411,635,231,512,1,8,59201,,1,0,1,1,0,1,0,1,1,6,1,6,2,1,1,2,1,2,2,1,2,3,8,1,7,5,6,2,4,2,,,4,,3,3,,,3,3,,,5,,3,6,5,1,2,1,1,4/1/2021 14:42,4/1/2021 15:10,29,2,1,Smartphone,2,66,4,6,1,2,3,1,8,2,4,MT,4,8,0,1,3,4,1,1,0,0,0,0,1
2665,0.20103048,113,435,252,125,551,511,252,442,645,432,461,532,351,253,524,415,12,8,27203,"Greensboro-High Point, NC Metro Area",1,0,0,0,1,1,0,0,1,3,7,5,3,1,1,2,2,2,1,2,1,4,2,7,5,8,1,3,6,4,,2,,2,,,4,,4,2,,4,,,3,2,2,2,1,1,1,4/1/2021 23:33,4/1/2021 23:37,4,2,1,Smartphone,2,32,2,2,2,3,1,1,6,1,3,NC,3,5,1,0,2,4,4,6,0,0,2,0,4
2667,0.17278273,113,442,251,414,331,145,435,663,344,232,151,641,462,114,412,233,10,2,38134,"Memphis, TN-MS-AR Metro Area",1,0,0,0,0,1,1,0,0,4,3,3,1,1,2,1,1,1,2,2,1,7,5,3,8,1,6,4,2,1,,1,,2,,2,,,2,,3,4,,1,,5,2,1,4,2,1,4/1/2021 12:47,4/1/2021 12:57,10,2,1,Smartphone,2,42,2,3,1,4,1,2,12,3,7,TN,3,6,1,1,2,1,4,3,0,0,0,1,2
2668,0.82730238,465,543,655,543,653,564,544,463,325,643,461,454,353,414,413,662,11,3,60607,"Chicago-Naperville-Elgin, IL-IN-WI Metro Area",0,0,1,1,0,0,0,1,0,1,4,4,1,2,2,2,1,1,1,2,1,2,6,7,5,8,4,3,1,1,,,3,,2,1,,1,,1,,,5,1,,3,1,2,1,2,1,4/1/2021 12:02,4/1/2021 20:33,13,2,1,Desktop,1,28,1,2,1,4,5,1,18,4,9,IL,2,3,1,1,2,3,4,2,0,0,0,0,2
2670,1.05959023,155,523,251,252,361,523,565,634,611,542,425,313,462,641,435,441,2,6,61265,"Davenport-Moline-Rock Island, IA-IL Metro Area",1,0,1,1,1,0,0,1,0,2,6,2,1,2,2,2,1,1,1,2,1,6,3,4,7,5,2,8,1,1,,,2,,5,,5,2,,4,,,5,4,,2,3,2,1,2,1,4/1/2021 18:06,4/1/2021 18:22,17,2,1,Smartphone,1,57,3,5,4,3,1,1,11,3,6,IL,2,3,1,1,1,1,4,4,0,0,0,1,1
2684,2.17642872,245,412,255,243,415,624,655,422,154,433,351,463,321,653,611,424,2,4,95351,"Modesto, CA Metro Area",1,0,0,1,1,0,1,0,1,1,4,5,1,2,2,2,2,2,1,1,2,1,4,6,7,8,2,5,3,1,,1,,,4,,4,3,,,1,4,,,3,2,2,2,4,2,1,4/1/2021 22:18,4/1/2021 22:21,4,2,1,Desktop,2,21,1,1,4,3,5,1,5,1,3,CA,4,9,1,1,1,1,4,3,0,0,0,0,3
2686,3.24979823,263,642,235,441,314,345,511,322,523,344,255,411,125,612,234,432,12,1,7442,"New York-Newark-Jersey City, NY-NJ-PA Metro Ar",1,0,0,1,1,0,1,1,1,1,6,3,1,2,1,1,2,1,2,1,1,6,1,2,3,7,4,5,8,1,,5,,,5,,5,1,,,2,,5,,5,2,2,4,4,1,1,4/8/2021 11:26,4/8/2021 12:03,38,2,1,Desktop,1,40,2,3,2,4,5,1,18,4,9,NJ,1,2,1,1,1,3,4,3,0,0,0,0,1
2697,0.91837727,621,432,645,245,453,343,131,652,421,541,663,651,354,465,134,545,11,1,98387,"Seattle-Tacoma-Bellevue, WA Metro Area",0,1,1,1,1,1,0,0,0,4,3,3,3,1,2,2,1,1,1,1,1,3,8,7,2,5,6,4,1,,2,,4,,4,,3,,4,3,,4,,2,,5,2,1,4,2,1,4/1/2021 23:13,4/1/2021 23:17,5,2,1,Smartphone,2,31,2,2,1,3,6,1,13,3,7,WA,4,9,1,1,1,1,4,4,0,1,1,0,2
2705,0.62727154,563,352,325,644,334,353,122,214,521,252,322,554,255,553,245,132,2,7,53005,"Milwaukee-Waukesha, WI Metro Area",1,0,0,1,1,1,0,0,0,3,7,1,1,2,1,1,1,1,1,2,2,7,1,5,8,3,4,6,2,1,,1,,,3,,5,,2,2,,5,,2,,5,4,4,4,2,1,4/4/2021 7:17,4/4/2021 7:24,7,2,1,Smartphone,2,36,2,3,4,4,1,1,14,4,8,WI,2,3,1,1,2,1,4,2,0,0,0,0,2
2710,0.29088835,363,123,325,145,323,542,622,544,532,552,243,253,135,422,253,143,5,3,32765,"Orlando-Kissimmee-Sanford, FL Metro Area",1,0,1,0,1,0,1,0,1,1,5,1,1,1,1,1,1,1,2,2,1,6,3,7,2,5,4,1,8,1,,,1,2,,,5,1,,,3,4,,,5,3,1,2,1,2,1,4/1/2021 15:25,4/4/2021 12:40,5,2,1,Smartphone,2,40,2,3,1,5,1,1,14,4,8,FL,3,5,1,1,1,1,4,4,0,0,2,0,2
2713,0.81978400,654,441,625,632,563,564,533,451,114,465,343,563,464,354,414,242,2,2,91762,"Riverside-San Bernardino-Ontario, CA Metro Are",1,0,0,0,0,0,1,0,0,1,6,2,3,1,2,1,1,1,2,2,1,2,3,8,1,4,6,7,5,2,,2,,2,,3,,3,,,3,4,,3,,2,8,2,4,2,1,4/1/2021 13:20,4/1/2021 13:28,9,2,1,Desktop,1,63,4,5,4,3,4,5,3,1,2,CA,4,9,1,1,1,4,3,3,0,0,0,0,3
2719,0.40043224,323,132,451,534,112,663,335,261,632,661,115,322,532,231,641,142,11,4,60629,"Chicago-Naperville-Elgin, IL-IN-WI Metro Area",1,1,1,0,1,1,0,1,1,1,5,4,3,1,2,1,1,1,2,1,1,2,8,7,3,1,5,4,6,,1,,5,3,,,5,,2,2,,,5,,3,4,5,2,1,2,1,4/6/2021 17:48,4/6/2021 17:53,5,2,1,Smartphone,2,44,2,3,2,4,1,1,6,1,3,IL,2,3,1,1,1,1,1,3,0,0,0,0,3
2721,2.53888100,464,125,244,223,452,255,134,244,663,114,233,661,455,431,465,442,1,8,60430,"Chicago-Naperville-Elgin, IL-IN-WI Metro Area",1,1,1,1,0,1,0,0,0,1,5,4,3,2,2,1,1,2,2,2,2,4,7,8,5,1,2,6,3,,2,,2,,3,3,,,2,3,,3,,2,,2,4,2,1,1,1,4/1/2021 16:28,4/1/2021 16:48,20,2,1,Desktop,2,40,2,3,2,5,1,1,15,4,8,IL,2,3,1,1,1,1,4,3,0,0,0,0,2
2723,0.71030098,545,511,563,222,612,251,434,154,645,455,362,131,433,421,433,232,1,7,38002,"Memphis, TN-MS-AR Metro Area",1,1,1,0,0,0,1,1,0,7,1,3,2,2,2,1,1,1,1,2,2,7,2,3,8,5,6,4,1,,5,,1,5,,1,,1,,,5,,5,3,,7,3,1,2,2,1,4/1/2021 12:46,4/1/2021 12:53,7,2,1,Smartphone,2,38,2,3,1,3,1,1,14,4,8,TN,3,6,1,1,1,1,5,6,0,0,2,2,2
2724,0.83730699,111,662,662,115,214,463,544,251,664,464,621,413,511,642,321,362,1,8,72173,"Little Rock-North Little Rock-Conway, AR Metro",1,0,1,0,0,1,1,0,0,5,3,6,3,2,1,1,1,2,1,2,2,1,6,2,7,4,8,5,3,1,,,1,3,,1,,,98,,98,3,,4,,5,6,3,3,2,1,4/2/2021 20:13,4/2/2021 20:29,17,2,1,Smartphone,1,56,3,5,1,3,1,1,11,3,6,AR,3,7,1,1,1,4,4,5,0,0,0,0,1
2725,0.43350566,445,154,535,265,463,435,432,133,561,122,343,232,625,124,633,611,13,1,94949,"San Francisco-Oakland-Berkeley, CA Metro Area",0,1,1,0,1,0,1,0,0,1,6,2,1,2,1,2,2,2,2,2,2,7,6,5,8,1,3,2,4,,1,,2,1,,,5,1,,,2,5,,2,,2,3,2,1,2,1,4/1/2021 10:18,4/1/2021 10:22,5,2,1,Desktop,2,62,4,5,1,5,1,2,12,3,7,CA,4,9,1,1,1,1,3,2,0,0,0,0,2
2730,0.51882189,265,614,662,444,452,635,642,513,434,414,662,222,141,225,434,321,12,2,8360,"Vineland-Bridgeton, NJ Metro Area",1,1,0,0,0,0,0,1,1,4,4,3,1,2,2,1,2,2,2,2,2,4,3,1,2,7,5,6,8,,3,1,,3,,1,,1,,1,,,5,,3,3,4,3,4,2,1,4/16/2021 14:22,4/16/2021 14:29,8,2,1,Desktop,1,25,1,2,4,4,5,4,6,1,3,NJ,1,2,1,0,2,3,4,4,0,0,0,0,4
2731,0.62847341,253,245,363,453,141,444,533,264,152,222,423,211,455,625,162,312,2,1,87120,"Albuquerque, NM Metro Area",0,0,0,0,1,1,0,0,1,7,1,6,3,2,1,2,2,2,2,2,2,4,8,6,2,1,7,3,5,3,,1,,3,,,5,,2,1,,5,,,2,3,3,1,2,2,1,4/6/2021 23:59,4/7/2021 16:02,9,2,1,Desktop,2,66,4,6,4,3,1,5,8,2,4,NM,4,8,1,1,1,1,4,2,0,0,0,0,2
2732,2.86502492,164,131,664,154,465,134,511,412,312,132,525,663,622,164,364,111,12,8,76063,"Dallas-Fort Worth-Arlington, TX Metro Area",1,0,0,1,1,1,0,0,0,7,1,4,2,2,2,2,1,1,1,1,2,7,1,6,4,5,3,8,2,3,,1,,,3,,5,,3,2,,3,,4,,4,6,1,2,1,1,4/3/2021 19:17,4/3/2021 19:31,14,2,1,Tablet,2,60,4,5,4,2,1,1,13,3,7,TX,3,7,1,1,2,1,4,3,0,0,0,0,3
2735,5.17551700,334,361,151,354,513,242,343,563,243,233,561,344,323,263,244,125,9,1,95035,"San Jose-Sunnyvale-Santa Clara, CA Metro Area",0,1,0,1,1,1,0,1,1,2,5,3,1,1,1,1,1,2,2,1,2,4,8,7,3,2,5,1,6,,3,2,,,4,,4,,3,2,,,4,,5,2,8,2,4,2,1,4/7/2021 14:33,4/7/2021 14:39,6,2,1,Smartphone,1,21,1,1,6,2,5,1,10,2,6,CA,4,9,1,1,1,1,2,6,0,0,0,0,1
2746,0.77505059,551,411,562,121,362,261,641,664,515,242,121,635,563,423,422,433,1,7,28697,"North Wilkesboro, NC Micro Area",0,1,0,1,1,1,1,0,1,1,5,4,3,2,2,1,1,2,1,2,1,3,4,7,6,1,5,8,2,,2,4,,,2,,5,,3,,3,5,,,5,6,4,2,1,2,1,4/1/2021 15:53,4/1/2021 16:06,13,2,1,Desktop,2,80,4,7,1,4,1,5,11,3,6,NC,3,5,0,1,1,1,3,2,0,0,0,0,2
2755,0.44973054,321,644,251,124,133,325,462,434,535,344,234,153,151,143,243,111,11,2,10921,"Poughkeepsie-Newburgh-Middletown, NY Metro Are",0,1,1,1,0,0,0,1,0,7,1,5,3,2,2,1,1,2,2,2,1,1,4,8,6,7,2,3,5,,4,,2,,4,4,,3,,3,,,5,4,,6,6,1,2,2,1,4/1/2021 19:13,4/1/2021 19:16,3,2,1,Smartphone,2,34,2,2,1,5,1,1,18,4,9,NY,1,2,1,1,1,1,4,4,0,1,0,0,2
2757,0.60235556,212,421,662,423,343,653,214,131,263,443,264,432,241,263,354,464,12,8,29488,,0,0,1,0,1,0,0,0,1,4,4,4,3,1,1,1,1,1,1,1,1,3,6,2,1,8,7,5,4,1,,,3,1,,,98,98,,1,,98,,,98,1,8,2,1,1,1,4/3/2021 11:45,4/3/2021 11:47,3,2,1,Smartphone,1,31,2,2,2,2,5,1,10,2,6,SC,3,5,0,0,2,1,5,1,0,0,0,0,1
2761,0.05202432,343,535,634,331,442,413,423,315,353,554,152,222,431,362,433,132,1,8,85009,"Phoenix-Mesa-Chandler, AZ Metro Area",0,1,1,0,1,1,1,1,0,7,1,5,2,2,2,2,2,2,2,2,1,7,2,8,1,5,4,6,3,,4,,4,2,,,5,,1,,1,,5,3,,2,6,1,2,1,1,4/1/2021 11:36,4/1/2021 17:34,11,2,1,Smartphone,1,38,2,3,4,3,5,2,7,2,4,AZ,4,8,1,1,1,1,4,2,0,0,0,0,2
2763,1.00117913,253,263,151,133,643,455,164,564,211,225,461,542,413,433,114,552,2,5,2747,"Providence-Warwick, RI-MA Metro Area",0,1,0,0,1,0,0,1,1,3,4,2,1,1,1,2,1,1,1,1,1,4,7,3,8,6,5,1,2,,5,1,,3,,,5,4,,3,,,5,,5,2,3,2,1,2,1,4/1/2021 23:28,4/1/2021 23:34,6,2,1,Smartphone,2,47,3,4,1,5,1,1,12,3,7,MA,1,1,1,1,1,1,3,5,0,0,0,1,4
2769,0.20341647,213,435,143,243,223,423,534,243,653,134,231,243,561,335,542,353,11,2,68522,"Lincoln, NE Metro Area",1,1,0,0,1,1,0,1,1,1,7,2,1,1,1,1,98,2,2,1,1,5,4,8,3,1,6,2,7,,2,2,,3,,,4,,3,3,,,5,,4,1,2,2,1,2,1,4/1/2021 18:48,4/1/2021 18:58,10,2,1,Desktop,2,62,4,5,1,3,1,1,11,3,6,NE,2,4,1,1,1,1,3,2,0,0,0,0,2
2770,2.72544276,164,625,143,342,164,151,324,132,334,624,235,314,244,443,433,222,1,1,14611,"Rochester, NY Metro Area",1,0,0,1,1,0,0,1,1,1,7,1,1,2,1,2,1,1,2,2,2,3,1,7,6,4,5,8,2,1,,2,,,3,,5,2,,3,,,5,,5,2,2,2,1,2,1,4/3/2021 15:08,4/14/2021 9:53,26,2,1,Smartphone,2,50,3,4,2,2,1,1,13,3,7,NY,1,2,1,1,2,1,4,4,0,0,0,0,1
2781,0.37110901,531,661,334,242,255,334,434,542,141,462,241,645,511,645,532,523,1,8,49247,"Hillsdale, MI Micro Area",1,1,1,1,1,1,0,0,1,7,1,6,2,1,1,1,1,2,2,1,1,6,7,2,8,5,3,1,4,,2,,1,,3,,5,,3,1,,5,,,5,7,7,1,2,2,1,4/3/2021 10:55,4/3/2021 11:04,9,2,1,Desktop,1,72,4,6,1,3,1,5,10,2,6,MI,2,3,0,1,1,1,4,2,0,0,0,0,2
2783,0.90021688,432,355,362,211,545,564,251,544,442,444,214,513,552,514,664,551,10,1,33319,"Miami-Fort Lauderdale-Pompano Beach, FL Metro",0,1,1,1,1,1,0,1,1,2,6,3,3,1,2,1,2,1,2,1,1,7,3,4,8,5,2,6,1,,1,,2,,3,,4,,3,2,,,5,,3,4,4,2,1,2,1,4/1/2021 14:42,4/3/2021 12:34,4,2,1,Smartphone,1,47,3,4,1,3,1,1,15,4,8,FL,3,5,1,1,1,2,2,3,0,0,0,0,2
2791,2.23142713,421,632,451,444,334,331,534,615,535,453,451,241,561,655,552,332,1,8,15001,"Pittsburgh, PA Metro Area",0,1,0,1,1,0,0,0,0,4,4,4,3,1,2,98,2,1,2,98,2,4,5,1,2,8,7,3,6,,4,1,,,4,,5,1,,1,,5,,3,,6,5,3,2,1,1,4/5/2021 16:12,4/5/2021 16:18,7,2,1,Smartphone,1,34,2,2,1,4,1,2,10,2,6,PA,1,2,1,1,1,1,4,4,0,0,0,0,2
2795,1.03759242,262,161,522,122,115,143,661,123,165,545,111,445,222,163,455,561,10,1,90813,"Los Angeles-Long Beach-Anaheim, CA Metro Area",1,0,1,1,0,0,1,0,1,1,5,1,1,2,2,2,2,2,2,1,2,1,2,6,8,7,3,4,5,1,,,3,,5,5,,2,,,4,5,,,5,3,1,2,1,2,1,4/7/2021 23:26,4/7/2021 23:30,4,2,1,Smartphone,1,42,2,3,1,4,1,2,11,3,6,CA,4,9,1,1,1,1,4,3,0,1,0,0,2
2806,0.94067609,525,251,112,612,541,664,114,152,664,365,152,223,563,524,544,624,2,4,92154,"San Diego-Chula Vista-Carlsbad, CA Metro Area",0,1,0,0,0,1,1,0,0,4,4,1,1,2,1,1,1,1,2,2,2,4,3,7,2,5,1,8,6,,1,1,,2,,2,,,2,,2,4,,2,,4,2,3,1,2,1,4/11/2021 16:46,4/11/2021 16:50,4,2,1,Desktop,1,23,1,1,4,3,5,1,12,3,7,CA,4,9,1,1,1,1,4,6,0,1,1,1,4
2811,0.28289703,644,111,435,353,453,331,461,142,421,133,643,365,412,654,344,212,2,8,60048,"Chicago-Naperville-Elgin, IL-IN-WI Metro Area",0,0,0,0,1,1,0,1,1,3,2,4,3,2,1,2,2,1,1,1,2,2,5,4,6,8,1,7,3,1,,2,,3,,,3,,2,2,,,5,,5,6,6,1,3,2,1,4/3/2021 11:52,4/3/2021 11:57,5,2,1,Desktop,2,57,3,5,1,5,1,1,18,4,9,IL,2,3,1,1,1,1,2,4,0,0,0,0,4
2813,0.37838217,562,544,214,151,554,254,525,523,112,253,415,642,241,534,655,612,12,3,66617,"Topeka, KS Metro Area",0,0,1,0,1,0,0,0,0,5,3,3,2,2,1,2,2,98,1,1,2,5,6,3,8,7,1,2,4,1,,,4,2,,,4,2,,1,,3,,2,,5,4,3,3,1,1,4/14/2021 18:06,4/14/2021 18:12,6,2,1,Smartphone,1,34,2,2,4,2,5,1,11,3,6,KS,2,4,1,0,1,1,4,2,0,0,0,0,2
2816,3.62317519,655,553,554,465,255,153,325,111,261,111,324,151,412,433,155,521,14,1,14845,"Elmira, NY Metro Area",0,0,0,1,0,1,1,1,0,1,6,4,3,2,1,2,2,2,1,1,2,1,3,4,5,2,6,7,8,1,,2,,,5,3,,,3,,5,,5,2,,6,2,2,4,2,1,4/2/2021 20:13,4/2/2021 20:33,20,2,1,Desktop,2,73,4,6,1,2,3,5,10,2,6,NY,1,2,1,1,1,1,4,1,0,0,0,0,1
2818,0.33524084,645,432,331,633,521,642,643,453,434,323,242,551,365,564,353,123,,,90717,"Los Angeles-Long Beach-Anaheim, CA Metro Area",0,1,1,0,0,0,0,1,1,7,1,2,3,1,2,2,1,2,1,98,2,2,1,5,6,3,7,4,8,,3,,1,2,,3,,2,,2,,,5,,3,7,6,1,2,1,1,4/1/2021 11:26,4/1/2021 11:32,7,2,1,Smartphone,2,39,2,3,4,3,1,4,6,1,3,CA,4,9,1,1,1,3,1,3,0,0,0,0,3
2822,0.75260473,252,465,522,564,462,453,331,354,554,111,145,614,152,435,213,351,11,2,75025,"Dallas-Fort Worth-Arlington, TX Metro Area",0,1,0,1,1,0,1,0,0,1,7,1,1,1,1,2,1,2,2,1,1,5,2,1,3,7,4,6,8,,1,3,,,5,,5,1,,,5,5,,4,,3,4,2,1,2,1,4/1/2021 13:49,4/1/2021 13:56,7,2,1,Smartphone,2,72,4,6,1,4,1,5,16,4,9,TX,3,7,1,1,1,1,4,2,0,0,0,0,2
2825,0.47200656,463,314,324,541,263,563,223,255,362,154,552,643,514,325,242,423,11,2,32514,"Pensacola-Ferry Pass-Brent, FL Metro Area",1,1,1,1,0,1,1,1,1,5,3,5,1,1,1,2,1,1,2,2,1,2,4,5,8,3,6,1,7,,4,,1,,2,3,,,3,,4,,5,,4,6,4,1,2,2,1,4/2/2021 8:00,4/2/2021 8:06,6,2,1,Desktop,1,54,3,4,1,4,3,1,10,2,6,FL,3,5,1,0,2,1,4,1,0,0,0,0,1
2828,0.39335809,143,151,662,323,641,614,435,155,325,211,245,334,262,555,665,155,2,2,7042,"New York-Newark-Jersey City, NY-NJ-PA Metro Ar",1,1,0,1,1,0,1,0,0,1,5,3,1,2,2,2,2,1,2,2,2,6,7,1,3,5,4,8,2,,3,2,,,3,,5,1,,,4,4,,1,,3,4,2,1,2,1,4/2/2021 23:47,4/2/2021 23:52,5,2,1,Desktop,2,35,2,3,1,4,1,7,16,4,9,NJ,1,2,1,1,2,3,4,2,0,0,0,0,2
2831,0.20382950,623,341,521,252,514,444,221,544,541,563,232,561,653,343,631,614,2,8,50246,,1,1,1,0,0,0,1,0,0,7,1,6,3,1,1,1,1,2,1,2,2,5,8,7,4,3,6,2,1,,4,,1,5,,1,,3,,,4,5,,4,,7,6,1,2,1,1,4/1/2021 14:15,4/1/2021 14:26,12,2,1,Desktop,2,68,4,6,1,3,1,5,18,4,9,IA,2,4,0,1,1,1,4,2,0,0,0,0,2
2833,2.31390108,524,655,325,452,555,111,344,225,212,554,561,522,253,362,342,324,5,9,21215,"Baltimore-Columbia-Towson, MD Metro Area",0,1,1,1,0,0,0,0,1,5,3,6,1,1,1,2,2,1,2,1,1,1,5,3,2,7,8,6,4,,4,,4,,3,2,,1,,3,,5,,,5,6,5,1,4,2,1,4/1/2021 16:14,4/1/2021 16:21,6,2,1,Desktop,1,23,1,1,1,3,5,4,5,1,3,MD,3,5,1,1,1,2,2,6,0,0,0,0,6
2834,0.17588015,524,343,113,355,663,362,243,232,544,225,441,144,331,352,115,154,1,4,17113,"Harrisburg-Carlisle, PA Metro Area",0,0,1,0,1,1,0,1,1,6,1,5,3,1,1,1,1,2,2,2,1,4,6,5,1,2,3,7,8,1,,,1,3,,,5,,3,1,,,5,,4,7,6,1,3,1,1,4/8/2021 23:37,4/8/2021 23:46,10,2,1,Smartphone,1,58,3,5,5,3,1,1,12,3,7,PA,1,2,1,1,1,1,1,4,0,0,0,0,4
2842,0.66364610,143,162,452,262,625,323,614,433,254,664,132,255,443,533,445,344,2,2,39503,"Gulfport-Biloxi, MS Metro Area",1,1,0,0,1,1,0,1,0,2,5,4,3,1,2,2,2,1,1,2,1,8,2,5,6,3,7,1,4,,2,1,,3,,,4,,3,2,,,4,3,,3,4,4,1,2,1,4/1/2021 10:18,4/1/2021 10:21,4,2,1,Smartphone,1,26,1,2,4,3,6,1,9,2,5,MS,3,6,1,1,2,3,4,3,0,0,0,0,3
2847,0.80465040,534,143,455,312,234,532,153,562,355,133,542,354,233,354,212,135,1,6,21215,"Baltimore-Columbia-Towson, MD Metro Area",1,1,0,0,1,1,1,1,0,4,6,5,1,2,2,2,1,2,1,1,1,1,5,8,2,7,6,3,4,,2,2,,1,,,4,,2,,3,,5,2,,3,1,1,4,1,1,4/6/2021 17:36,4/6/2021 18:58,38,2,1,Desktop,2,56,3,5,4,3,1,5,3,1,2,MD,3,5,1,1,2,3,4,6,0,0,0,0,3
2850,1.24361987,134,435,224,444,514,643,315,644,361,411,625,211,125,214,515,522,12,4,31406,"Savannah, GA Metro Area",1,0,0,1,1,0,0,1,0,7,1,6,2,1,1,2,2,1,1,2,2,8,3,7,6,2,4,5,1,1,,1,,,2,,5,1,,1,,,5,2,,7,6,1,2,1,1,4/1/2021 17:43,4/1/2021 17:54,11,2,1,Desktop,1,72,4,6,1,2,1,5,2,1,1,GA,3,5,1,1,1,1,4,2,0,0,0,0,2
2854,0.61365932,444,543,154,264,351,554,665,524,614,224,355,625,625,243,163,462,2,2,17356,"York-Hanover, PA Metro Area",0,1,1,0,1,0,1,0,0,1,5,1,1,2,1,2,2,2,2,1,1,8,4,5,2,3,7,6,1,,4,,3,3,,,5,2,,,5,98,,4,,3,4,2,1,2,1,4/1/2021 22:19,4/1/2021 22:30,12,2,1,Smartphone,1,43,2,3,1,3,1,1,13,3,7,PA,1,2,1,1,1,1,2,3,0,0,0,1,2
2856,1.12115201,361,421,342,352,132,621,332,265,435,655,561,165,263,162,151,535,4,5,53406,"Racine, WI Metro Area",0,1,0,1,1,1,1,0,0,1,6,1,3,2,1,1,2,1,2,2,2,8,1,2,3,5,6,7,4,,4,2,,,2,,2,,1,,2,3,,2,,1,3,2,3,2,1,4/1/2021 18:33,4/1/2021 19:09,36,2,1,Desktop,2,24,1,1,4,4,5,1,9,2,5,WI,2,3,1,1,1,1,4,4,0,0,0,0,4
2857,1.68393304,433,125,153,612,513,411,443,265,162,551,554,241,562,334,515,665,9,1,53704,"Madison, WI Metro Area",0,1,1,0,1,1,1,0,0,1,6,1,1,1,2,1,1,2,2,2,1,4,7,2,8,6,1,5,3,,3,,3,3,,,5,,1,,5,5,,1,,1,2,2,1,2,1,4/7/2021 16:48,4/7/2021 16:59,12,2,1,Smartphone,2,31,2,2,1,2,1,1,15,4,8,WI,2,3,1,1,1,1,4,2,0,0,0,0,1
2869,0.24839121,223,442,315,641,452,611,562,631,141,124,625,213,411,464,461,512,1,5,63135,"St. Louis, MO-IL Metro Area",1,1,1,0,1,1,1,0,0,7,2,3,3,1,1,2,2,2,2,1,2,6,2,5,3,8,7,4,1,,2,,1,3,,,5,,3,,5,5,,4,,5,5,1,2,1,1,4/1/2021 19:05,4/1/2021 19:32,28,2,1,Smartphone,1,62,4,5,1,3,1,1,10,2,6,MO,2,4,1,0,1,1,4,2,0,0,0,0,2
2871,0.13065710,112,245,243,565,141,342,662,512,115,625,521,154,224,412,621,615,2,5,77076,"Houston-The Woodlands-Sugar Land, TX Metro Are",1,1,0,0,1,1,0,0,0,1,6,5,1,2,1,2,2,2,1,1,1,4,5,7,8,2,3,6,1,,3,2,,2,,,4,,3,3,,4,,2,,2,1,2,1,2,1,4/2/2021 21:50,4/2/2021 22:20,10,2,1,Smartphone,1,27,1,2,4,3,5,4,9,2,5,TX,3,7,1,1,1,1,4,4,0,0,0,0,4
2876,4.31926500,661,452,145,113,434,562,152,515,165,251,213,665,124,412,262,553,12,2,77078,"Houston-The Woodlands-Sugar Land, TX Metro Are",1,1,0,0,1,1,1,0,1,2,4,5,1,1,1,1,2,1,2,1,1,8,2,6,4,3,5,1,7,,5,3,,3,,,3,,3,,3,3,,,3,5,5,3,3,1,1,4/13/2021 11:57,4/13/2021 12:00,4,2,1,Smartphone,2,20,1,1,2,2,5,7,9,2,5,TX,3,7,1,1,3,1,4,1,0,0,0,0,1
2877,0.53037728,121,251,265,123,463,153,263,222,232,314,444,423,424,111,544,142,14,8,24060,"Blacksburg-Christiansburg, VA Metro Area",0,1,1,1,1,0,0,1,1,4,4,5,3,1,2,2,2,1,2,1,2,6,1,7,2,4,8,3,5,,2,,3,,3,,4,1,,1,,,5,,5,4,5,3,3,1,1,4/4/2021 21:16,4/4/2021 21:29,13,2,1,Desktop,1,36,2,3,1,5,5,1,10,2,6,VA,3,5,1,1,2,2,4,2,0,0,0,0,2
