StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,message1,message2,message3,AttentionCheck1,message4,Message5,Message6,regulations,GlobalWarming,TrumpHigh,AttentionCheck2,TrumpLow,BidenLow,ExxonHigh,ExxonLow,BidenHigh,MSCHigh,MSCLow,SierraHigh,SierraLow,colgateHigh,ColgateLow,patagoniaHigh,PatagoniaLow,powerthefutureHigh,PowerTheFutureLow,TrumpTemp,BidenTemp,comment,political_affiliat,political_affiliat_4_TEXT,polparty,age,gender,gender_3_TEXT,state_1,EndComments,Random ID,Create New Field or Choose From Dropdown...
7/28/2022 12:57,7/28/2022 13:05,IP Address,68.11.98.53,100,460,TRUE,7/28/2022 13:05,R_3HqBxdq92LBsGIh,,,,,29.9973,-90.0431,anonymous,EN,Extremely political,Extremely political,Somewhat political,Slightly Political,Somewhat political,Slightly political,Slightly political,2,Mostly by human activity,,Slightly political,,Extremely political,,Slightly political,,,,Extremely political,Not at all political,,Not at all political,Extremely political,,Extremely political,Very  political,1,7,"No, all the ads looked fine.",Weak Democrat,,,35 to 44 years old,Male,,Louisiana,no comments,37198,
7/28/2022 13:07,7/28/2022 13:11,IP Address,108.185.71.126,100,246,TRUE,7/28/2022 13:11,R_24iS3ADYjM5mGBR,,,,,33.9212,-118.1424,anonymous,EN,Very political,Extremely political,Very political,Slightly Political,Somewhat political,Not at all political,Slightly political,2,Mostly by human activity,,Slightly political,,Extremely political,Very political,Somewhat political,,,,Very political,,,Not at all political,Somewhat political,Not at all political,,Very  political,0,6,I did not,Weak Democrat,,,35 to 44 years old,Male,,California,,45901,
7/28/2022 13:08,7/28/2022 13:12,IP Address,172.56.64.106,100,236,TRUE,7/28/2022 13:12,R_uh7kLPwLSprSphv,,,,,33.8231,-84.3258,anonymous,EN,Somewhat political,Extremely political,Somewhat political,Slightly Political,Very political,Not at all political,Not at all political,1. Regulate business to protect the environment and create jobs,Equally by human activity and natural causes,,Slightly political,Not at all political,Not at all political,,Slightly political,Extremely political,Not at all political,,Not at all political,,,,Very political,,,Very  political,0,10,No,Strong Democrat,,,35 to 44 years old,Female,,Georgia,,22938,
7/28/2022 13:03,7/28/2022 13:13,IP Address,24.210.80.155,100,563,TRUE,7/28/2022 13:13,R_2q2c5PuZ7HGzTET,,,,,40.0732,-82.4017,anonymous,EN,Extremely political,Extremely political,Very political,Slightly Political,Extremely political,Somewhat political,Extremely political,3,Equally by human activity and natural causes,Extremely political,,Extremely political,,Somewhat political,Very political,,Extremely political,,,Extremely political,,Not at all political,Extremely political,Very political,,,6,1,"No, I didn't notice anything unusually about the ads. ",Strong Republican,,Republican Party,25 to 34 years old,Male,,Ohio,The survey was very well put together and I think it brought up a lot of good issues related to the environment. ,67530,
7/28/2022 13:16,7/28/2022 13:40,IP Address,73.187.15.130,100,1408,TRUE,7/28/2022 13:40,R_1GPrgseSeEYHYKT,,,,,40.1094,-76.5131,anonymous,EN,Somewhat political,Very political,Somewhat political,Slightly Political,Somewhat political,Slightly political,Not at all political,2,Mostly by human activity,Extremely political,,,,Somewhat political,,Somewhat political,,,,Not at all political,Not at all political,,Very political,Not at all political,Very  political,Very  political,3,0,no,Weak Republican,,,35 to 44 years old,Female,,Pennsylvania,,70575,
7/28/2022 13:59,7/28/2022 14:12,IP Address,73.177.182.206,100,813,TRUE,7/28/2022 14:12,R_5pwQ7P3FhqGBUM9,,,,,37.2718,-77.4028,anonymous,EN,Somewhat political,Extremely political,Not at all political,Slightly Political,Extremely political,Very political,Somewhat political,6,Mostly by natural causes,Somewhat political,Slightly political,Not at all political,Extremely political,Somewhat political,,,Somewhat political,,,,,Not at all political,,Not at all political,,Slightly political,8,0,"No, I didn't notice anything unusual.",Other:,Strong Conservative Republican,Republican Party,55 to 64 years old,Male,,Virginia,"no comments, thanks.",58345,
7/28/2022 14:24,7/28/2022 14:28,IP Address,173.16.56.81,100,226,TRUE,7/28/2022 14:28,R_7VWk80z1ucH3q01,,,,,43.0443,-91.119,anonymous,EN,Somewhat political,Extremely political,Somewhat political,Slightly Political,Very political,Slightly political,Not at all political,4,Mostly by human activity,,Slightly political,,Extremely political,Slightly political,Slightly political,,,,,,Slightly political,Not at all political,Extremely political,Not at all political,,Very  political,0,4,some had just blank colors like red for instance.,Weak Democrat,,,25 to 34 years old,Male,,Wisconsin,fun study!,77040,
7/28/2022 14:48,7/28/2022 14:52,IP Address,69.209.27.95,100,215,TRUE,7/28/2022 14:52,R_3MLNUf33M4O8j7Q,,,,,37.8487,-122.2209,anonymous,EN,Slightly political,Slightly political,Slightly political,Slightly Political,Slightly political,Not at all political,Not at all political,1. Regulate business to protect the environment and create jobs,Mostly by human activity,,,,Somewhat political,Somewhat political,Slightly political,Extremely political,,Not at all political,,Not at all political,,Not at all political,,Not at all political,Extremely political,,0,4,Not really,Weak Democrat,,,35 to 44 years old,Male,,California,,24345,
7/28/2022 14:53,7/28/2022 15:03,IP Address,68.196.71.190,100,601,TRUE,7/28/2022 15:03,R_1NdZFxVlwEW8SQJ,,,,,40.6768,-73.6628,anonymous,EN,Very political,Extremely political,Very political,Slightly Political,Somewhat political,Slightly political,Not at all political,1. Regulate business to protect the environment and create jobs,Mostly by human activity,,Slightly political,Extremely political,Extremely political,,,,Somewhat political,Not at all political,,Slightly political,Not at all political,,,Slightly political,Extremely political,,0,9,"No, I didn't notice anything",Strong Democrat,,,35 to 44 years old,Female,,New York,,96740,
7/28/2022 15:07,7/28/2022 15:11,IP Address,98.244.27.29,100,240,TRUE,7/28/2022 15:11,R_1qVXiZhRKXBGSPf,,,,,36.7405,-119.7508,anonymous,EN,Very political,Extremely political,Very political,Slightly Political,Somewhat political,Slightly political,Not at all political,5,Equally by human activity and natural causes,,Slightly political,,,Somewhat political,,,Somewhat political,,Very political,Somewhat political,Slightly political,,Very political,,Very  political,Somewhat political,2,4,no,Independent,,,25 to 34 years old,Male,,California,,37754,
7/28/2022 15:09,7/28/2022 15:13,IP Address,76.227.12.50,100,230,TRUE,7/28/2022 15:13,R_1BREp5UGQwt4zpY,,,,,42.1124,-87.979,anonymous,EN,Extremely political,Extremely political,Somewhat political,Slightly Political,Very political,Somewhat political,Not at all political,1. Regulate business to protect the environment and create jobs,Mostly by human activity,Extremely political,,,Very political,Somewhat political,,,Very political,,Slightly political,Not at all political,Not at all political,Not at all political,,Not at all political,,,5,10,No ,Weak Democrat,,,35 to 44 years old,Female,,Illinois,,99008,
7/28/2022 15:12,7/28/2022 15:22,IP Address,12.90.152.146,100,562,TRUE,7/28/2022 15:22,R_eJcP3NpV0cvH9jH,,,,,28.4797,-82.5562,anonymous,EN,Somewhat political,Very political,Very political,Slightly Political,Very political,Somewhat political,Very political,1. Regulate business to protect the environment and create jobs,Equally by human activity and natural causes,,,Slightly political,Slightly political,Somewhat political,Not at all political,,,Not at all political,Somewhat political,,Slightly political,,Not at all political,,Very  political,,3,5,No,Independent,,,45 to 54 years old,Female,,Florida,no,45249,
7/28/2022 15:21,7/28/2022 15:28,IP Address,24.239.76.12,100,453,TRUE,7/28/2022 15:28,R_z1Nr7JsXzThn4bf,,,,,41.0093,-80.619,anonymous,EN,Extremely political,Extremely political,Very political,Slightly Political,Extremely political,Very political,Somewhat political,3,Mostly by human activity,Extremely political,,Somewhat political,Somewhat political,Very political,Slightly political,Extremely political,,,,Somewhat political,,,Extremely political,,,Very  political,0,4,A lot of energy and global warming,Independent,,,25 to 34 years old,Male,,Ohio,,53873,
7/28/2022 15:39,7/28/2022 15:46,IP Address,98.199.92.237,100,416,TRUE,7/28/2022 15:46,R_OdQQnoVmSeHwT4Z,,,,,29.7638,-95.4924,anonymous,EN,Extremely political,Extremely political,Extremely political,Slightly Political,Extremely political,Very political,Very political,3,Mostly by human activity,,,Extremely political,,Slightly political,,Extremely political,Somewhat political,,Extremely political,,,Not at all political,Very political,,Extremely political,Extremely political,0,5,they were mostly environmental based,Independent,,,35 to 44 years old,Female,,Texas,,14301,
7/28/2022 16:04,7/28/2022 16:09,IP Address,24.159.56.173,100,293,TRUE,7/28/2022 16:09,R_SVnxCUM5hpKvN4Z,,,,,36.5491,-82.5584,anonymous,EN,Somewhat political,Extremely political,Not at all political,Slightly Political,Extremely political,Not at all political,Not at all political,2,Mostly by human activity,Extremely political,Somewhat political,,,,,,Somewhat political,Not at all political,Slightly political,Not at all political,,,Extremely political,,Very  political,Slightly political,0,8,not really,Independent,,,35 to 44 years old,Female,,Tennessee,,78094,
7/28/2022 16:05,7/28/2022 16:12,IP Address,24.171.94.62,100,440,TRUE,7/28/2022 16:12,R_3J4t5L6K5ggqifj,,,,,39.0012,-90.9624,anonymous,EN,Extremely political,Extremely political,Somewhat political,Slightly Political,Very political,Very political,Not at all political,2,Mostly by human activity,,,Extremely political,Extremely political,Somewhat political,Slightly political,,,Not at all political,Very political,,,Not at all political,,Slightly political,Somewhat political,,0,3,No. ,Weak Democrat,,,25 to 34 years old,Female,,Missouri,Have a great day! ,79912,
7/28/2022 16:10,7/28/2022 16:16,IP Address,108.238.7.98,100,364,TRUE,7/28/2022 16:16,R_271csyh85vUYTkc,,,,,30.1713,-93.2244,anonymous,EN,Very political,Extremely political,Very political,Slightly Political,Somewhat political,Very political,Somewhat political,3,Mostly by human activity,Very political,Slightly political,,Very political,,Slightly political,,,Not at all political,,Slightly political,,Not at all political,Somewhat political,,,Somewhat political,4,2,No,Independent,,,35 to 44 years old,Male,,Texas,,91754,
7/28/2022 16:17,7/28/2022 16:23,IP Address,172.58.109.252,100,336,TRUE,7/28/2022 16:23,R_xrWdW9ctGmp7mY9,,,,,32.7943,-96.7462,anonymous,EN,Slightly political,Slightly political,Very political,Slightly Political,Very political,Somewhat political,Somewhat political,6,Equally by human activity and natural causes,,,Slightly political,,,Very political,,Extremely political,Somewhat political,Extremely political,Very political,Not at all political,,,Extremely political,,Extremely political,0,2,no,Strong Democrat,,,55 to 64 years old,Female,,Oklahoma,,27156,
7/28/2022 16:24,7/28/2022 16:31,IP Address,74.77.244.229,100,443,TRUE,7/28/2022 16:31,R_3ELwJORyjyyNoFU,,,,,42.4325,-79.3329,anonymous,EN,Extremely political,Extremely political,Extremely political,Slightly Political,Extremely political,Very political,Somewhat political,1. Regulate business to protect the environment and create jobs,Mostly by human activity,Extremely political,,Extremely political,,,,,,Somewhat political,Extremely political,Somewhat political,,Not at all political,Extremely political,Very political,Extremely political,,0,8,,Strong Democrat,,,35 to 44 years old,Female,,New York,,35089,
7/28/2022 16:21,7/28/2022 16:32,IP Address,50.53.172.109,100,681,TRUE,7/28/2022 16:32,R_3rWW5u72TYeqDrb,,,,,45.6073,-122.4147,anonymous,EN,Extremely political,Extremely political,Very political,Slightly Political,Extremely political,Slightly political,Slightly political,1. Regulate business to protect the environment and create jobs,Mostly by human activity,Extremely political,Slightly political,,Very political,Somewhat political,Slightly political,Extremely political,Very political,Not at all political,,,,,,,Extremely political,,0,5,Nothing unusual. It depends on what you define as political because a lot of those issues are used as political wedges. ,Strong Democrat,,,55 to 64 years old,Female,,Washington,,56403,
7/28/2022 16:41,7/28/2022 16:46,IP Address,73.214.177.178,100,306,TRUE,7/28/2022 16:46,R_3HNNQyEt2Fh6Wzy,,,,,40.3052,-79.5418,anonymous,EN,Very political,Extremely political,Slightly political,Slightly Political,Very political,Not at all political,Not at all political,1. Regulate business to protect the environment and create jobs,Mostly by human activity,,,Extremely political,Very political,Very political,Not at all political,Extremely political,,,Extremely political,,,,Extremely political,Not at all political,,Extremely political,0,10,no,Strong Republican,,Republican Party,35 to 44 years old,Male,,Pennsylvania,,30726,
7/28/2022 16:49,7/28/2022 16:53,IP Address,73.69.181.83,100,233,TRUE,7/28/2022 16:53,R_1pzAJL219ccDJTH,,,,,43.6208,-73.2676,anonymous,EN,Extremely political,Extremely political,Extremely political,Slightly Political,Extremely political,Not at all political,Not at all political,1. Regulate business to protect the environment and create jobs,Mostly by human activity,Extremely political,,,Very political,Extremely political,Extremely political,Extremely political,,Slightly political,,Extremely political,,,,,Extremely political,Extremely political,0,8,no,Strong Democrat,,,25 to 34 years old,Other:,nonbinary,Vermont,85236,85236,
7/28/2022 17:01,7/28/2022 17:03,IP Address,73.113.42.23,100,147,TRUE,7/28/2022 17:03,R_DBPqxoAuhMOh6LL,,,,,36.0327,-83.8071,anonymous,EN,Slightly political,Extremely political,Slightly political,Slightly Political,Very political,Slightly political,Not at all political,3,Mostly by natural causes,Very political,Somewhat political,Somewhat political,Very political,Somewhat political,Somewhat political,Extremely political,,,,,Slightly political,,,Slightly political,,,6,3,no,Weak Republican,,,35 to 44 years old,Male,,Tennessee,,62513,
7/28/2022 17:32,7/28/2022 17:37,IP Address,98.159.143.65,100,314,TRUE,7/28/2022 17:37,R_YaHPiqAl6RzU8mZ,,,,,37.7805,-82.8454,anonymous,EN,Not at all political,Extremely political,Not at all political,Slightly Political,Somewhat political,Not at all political,Not at all political,7. No regulation because it will not work and will cost jobs,Equally by human activity and natural causes,Extremely political,,,Very political,,Not at all political,Extremely political,Very political,Not at all political,Extremely political,,,Not at all political,Extremely political,,,,9,0,,Weak Republican,,,35 to 44 years old,Male,,Kentucky,,37787,
7/28/2022 17:27,7/28/2022 17:41,IP Address,45.19.6.175,100,829,TRUE,7/28/2022 17:41,R_2tKiq8T6yr2MYmT,,,,,33.6432,-83.9681,anonymous,EN,Slightly political,Very political,Slightly political,Slightly Political,Not at all political,Not at all political,Not at all political,2,Mostly by human activity,Extremely political,Somewhat political,Extremely political,,,,Not at all political,Not at all political,,Very political,Not at all political,,,,Not at all political,Extremely political,,0,10,"No, I didn't!",Strong Democrat,,,55 to 64 years old,Female,,Georgia,"A not too long survey, somewhat entertaining :)",10256,
7/28/2022 17:32,7/28/2022 17:54,IP Address,107.143.93.249,100,1295,TRUE,7/28/2022 17:54,R_3MrtJ3EehH5Msvd,,,,,25.7612,-80.3137,anonymous,EN,Very political,Very political,Slightly political,Slightly Political,Very political,Slightly political,Not at all political,6,Equally by human activity and natural causes,Extremely political,Slightly political,,Somewhat political,,Somewhat political,,Slightly political,Not at all political,Extremely political,,Slightly political,Not at all political,,,,,4,0,"No, they all seemed real and believable to me.",Independent,,,25 to 34 years old,Male,,Florida,Thanks a bunch! Good study/work.,74126,
7/28/2022 17:59,7/28/2022 18:05,IP Address,73.35.113.108,100,358,TRUE,7/28/2022 18:05,R_3n8CBKqtqWjePb3,,,,,30.6215,-81.5914,anonymous,EN,Somewhat political,Slightly political,Very political,Slightly Political,Somewhat political,Somewhat political,Very political,4,Mostly by natural causes,Extremely political,Slightly political,Somewhat political,,,Very political,,,,,Slightly political,Slightly political,Not at all political,Extremely political,Somewhat political,,,10,0,no,Weak Republican,,,75 or older,Female,,Florida,,85882,
7/28/2022 18:09,7/28/2022 18:14,IP Address,71.115.165.252,100,293,TRUE,7/28/2022 18:14,R_8p6Ze91coc8T197,,,,,43.1571,-76.328,anonymous,EN,Somewhat political,Extremely political,Slightly political,Slightly Political,Slightly political,Not at all political,Not at all political,2,Mostly by human activity,Extremely political,Slightly political,Very political,,Very political,,,Extremely political,Very political,,Extremely political,,Not at all political,Extremely political,,,,0,3,they all looked like they came from facebook,Strong Democrat,,,35 to 44 years old,Female,,New York,,52418,
7/28/2022 19:18,7/28/2022 19:25,IP Address,75.134.244.43,100,459,TRUE,7/28/2022 19:25,R_3r2QN2KKX48Q0C0,,,,,42.1763,-72.5771,anonymous,EN,Very political,Extremely political,Very political,Slightly Political,Somewhat political,Slightly political,Very political,1. Regulate business to protect the environment and create jobs,Mostly by human activity,Slightly political,Slightly political,Slightly political,Slightly political,Somewhat political,,Very political,,,Extremely political,,,Not at all political,Very political,,,,3,7,No,Independent,,,35 to 44 years old,Male,,Massachusetts,,10188,
7/28/2022 19:41,7/28/2022 19:51,IP Address,172.112.11.14,100,612,TRUE,7/28/2022 19:51,R_bggXrdWXEkhHFh7,,,,,34.2666,-118.7643,anonymous,EN,Extremely political,Extremely political,Slightly political,Slightly Political,Somewhat political,Somewhat political,Somewhat political,4,Equally by human activity and natural causes,Extremely political,,Extremely political,,,Not at all political,,,Very political,Extremely political,Somewhat political,Somewhat political,,,Somewhat political,Very  political,,5,2,Many ads concern the environment or natural gas.,Strong Republican,,Republican Party,35 to 44 years old,Female,,California,,18053,
7/28/2022 20:45,7/28/2022 20:52,IP Address,24.246.163.212,100,397,TRUE,7/28/2022 20:52,R_2YlYNCWBuJcfJa8,,,,,35.3596,-82.4266,anonymous,EN,Somewhat political,Very political,Slightly political,Slightly Political,Slightly political,Not at all political,Not at all political,2,Mostly by human activity,Extremely political,Slightly political,Very political,Slightly political,Slightly political,Slightly political,,Somewhat political,,,,Not at all political,Not at all political,,,,,0,6,"The one for teeth whitening had a huge red square instead of an image.  Otherwise, no.",Weak Democrat,,,55 to 64 years old,Male,,North Carolina,,24853,
7/28/2022 21:32,7/28/2022 21:36,IP Address,100.8.240.183,100,219,TRUE,7/28/2022 21:36,R_2uslMndyXJjN5vM,,,,,40.8492,-73.9735,anonymous,EN,Very political,Extremely political,Extremely political,Slightly Political,Very political,Somewhat political,Somewhat political,2,Mostly by human activity,,,Somewhat political,Somewhat political,Extremely political,,Extremely political,Somewhat political,Not at all political,,,Not at all political,Not at all political,,Slightly political,,,7,1,n/a,Independent,,,35 to 44 years old,Male,,New Jersey,,31769,
7/28/2022 22:21,7/28/2022 22:28,IP Address,174.64.189.119,100,440,TRUE,7/28/2022 22:28,R_1dK3V8LNEs4cCe5,,,,,30.0053,-91.8226,anonymous,EN,Very political,Somewhat political,Very political,Slightly Political,Very political,Extremely political,Very political,2,Mostly by human activity,Extremely political,Slightly political,Slightly political,,,Slightly political,Very political,,,Somewhat political,Very political,Somewhat political,Not at all political,,,,,0,4,no,Independent,,,35 to 44 years old,Male,,Louisiana,,29119,
7/28/2022 23:46,7/29/2022 0:26,IP Address,76.168.74.11,100,2405,TRUE,7/29/2022 0:26,R_3lSaythzv1kTFkU,,,,,33.972,-118.242,anonymous,EN,Very political,Very political,Somewhat political,Slightly Political,Somewhat political,Slightly political,Not at all political,2,Mostly by human activity,Extremely political,Slightly political,Slightly political,,,Not at all political,,,Not at all political,Somewhat political,Slightly political,,,,,Somewhat political,Somewhat political,0,7,No,Weak Democrat,,,35 to 44 years old,Female,,California,,19156,
7/29/2022 0:18,7/29/2022 1:16,IP Address,98.23.21.88,100,3443,TRUE,7/29/2022 1:16,R_Dv2WUU389dLG0tX,,,,,37.8868,-84.5667,anonymous,EN,Very political,Extremely political,Not at all political,Slightly Political,Very political,Not at all political,Slightly political,7. No regulation because it will not work and will cost jobs,Mostly by natural causes,,Slightly political,Not at all political,Extremely political,Not at all political,,,Somewhat political,Not at all political,,,Not at all political,Not at all political,,,,Not at all political,10,0,They looked as if they were manipulated.,Strong Republican,,Republican Party,45 to 54 years old,Male,,Kentucky,shove your commie garbage up you know where,47381,
7/29/2022 4:53,7/29/2022 4:59,IP Address,67.143.160.195,100,343,TRUE,7/29/2022 4:59,R_2b2hgOAVvBRqxYE,,,,,36.1671,-86.7861,anonymous,EN,Extremely political,Extremely political,Extremely political,Slightly Political,Extremely political,Somewhat political,Not at all political,1. Regulate business to protect the environment and create jobs,Equally by human activity and natural causes,,,Extremely political,Extremely political,Extremely political,,,Very political,Not at all political,,,Not at all political,Not at all political,Extremely political,,,Extremely political,0,0,,Independent,,,25 to 34 years old,Female,,Alabama,,11783,
7/29/2022 5:15,7/29/2022 5:21,IP Address,24.96.79.236,100,324,TRUE,7/29/2022 5:21,R_31GIt0Ps6bnQtCv,,,,,27.947,-82.7943,anonymous,EN,Very political,Very political,Somewhat political,Slightly Political,Slightly political,Not at all political,Slightly political,3,Mostly by human activity,Extremely political,,Extremely political,Extremely political,Very political,,Extremely political,,Not at all political,,,Not at all political,,Very political,,,Extremely political,2,0,"Not really, a lot regarding oil and climate change",Independent,,,45 to 54 years old,Male,,Florida,,40407,
7/29/2022 5:18,7/29/2022 5:22,IP Address,69.14.121.20,100,275,TRUE,7/29/2022 5:22,R_12PBTDxmOmlactk,,,,,42.6013,-83.178,anonymous,EN,Very political,Very political,Somewhat political,Slightly Political,Somewhat political,Slightly political,Not at all political,3,Mostly by human activity,,,Very political,,,Somewhat political,Very political,Slightly political,Not at all political,,Somewhat political,Slightly political,,,Not at all political,,Very  political,1,5,no,Weak Democrat,,,25 to 34 years old,Male,,Michigan,,21586,
7/29/2022 8:11,7/29/2022 8:18,IP Address,50.235.255.210,100,441,TRUE,7/29/2022 8:18,R_XH6DDg9O4CNFjxL,,,,,39.5473,-76.6793,anonymous,EN,Very political,Extremely political,Somewhat political,Slightly Political,Extremely political,Not at all political,Not at all political,5,Mostly by natural causes,,,,Extremely political,,Not at all political,,Slightly political,,,,Not at all political,Not at all political,Extremely political,Not at all political,Extremely political,Very  political,9,0,One of the ads had a picture that was just a red square.,Strong Republican,,Republican Party,35 to 44 years old,Male,,Pennsylvania,,22097,
7/29/2022 9:59,7/29/2022 10:05,IP Address,167.224.253.112,100,368,TRUE,7/29/2022 10:05,R_3PI6MjN4EHeGITy,,,,,36.0877,-94.3093,anonymous,EN,Extremely political,Very political,Very political,Slightly Political,Slightly political,Not at all political,Somewhat political,3,Mostly by human activity,Extremely political,,,Extremely political,,Not at all political,Extremely political,Somewhat political,,Slightly political,Slightly political,,,,Not at all political,,Not at all political,8,1,"I did not notice anything unusual, no. I was too busy focused on reading them because they were interesting.",Strong Republican,,Republican Party,45 to 54 years old,Male,,Arkansas,Thank You,62044,
7/29/2022 10:02,7/29/2022 10:15,IP Address,67.81.41.119,100,767,TRUE,7/29/2022 10:15,R_O3tD5FNJpKDDtfP,,,,,40.6877,-73.9267,anonymous,EN,Very political,Extremely political,Somewhat political,Slightly Political,Somewhat political,Slightly political,Slightly political,3,Mostly by human activity,Extremely political,Slightly political,Somewhat political,,,,,Slightly political,Not at all political,,Somewhat political,Slightly political,Not at all political,,Not at all political,,,0,6,"They seemed plausible in general, though a few seemed kind of odd, like you wouldn't actually see it in the wilds of social media. But most seemed like they could be real ads. ",Weak Democrat,,,25 to 34 years old,Female,,New York,,38666,
7/29/2022 10:56,7/29/2022 11:00,IP Address,173.90.75.108,100,221,TRUE,7/29/2022 11:00,R_1QaB61cjRvZjXnx,,,,,40.7961,-81.3798,anonymous,EN,Extremely political,Extremely political,Extremely political,Slightly Political,Very political,Slightly political,Somewhat political,2,Mostly by human activity,Extremely political,,Slightly political,,,,Extremely political,,Not at all political,Extremely political,Somewhat political,,,Extremely political,Not at all political,Extremely political,,2,5,"No, they seemed plausible ",Strong Democrat,,,45 to 54 years old,Male,,Ohio,,94700,
7/29/2022 10:59,7/29/2022 11:03,IP Address,104.53.166.216,100,192,TRUE,7/29/2022 11:03,R_2P6vnQ9fY2ospmv,,,,,38.6142,-90.291,anonymous,EN,Extremely political,Very political,Extremely political,Slightly Political,Slightly political,Not at all political,Not at all political,1. Regulate business to protect the environment and create jobs,Mostly by human activity,Extremely political,,,Very political,Extremely political,,Extremely political,,Not at all political,Extremely political,,,,Very political,Not at all political,,Extremely political,0,4,no,Strong Democrat,,,45 to 54 years old,Female,,Missouri,,95018,
7/29/2022 11:20,7/29/2022 11:25,IP Address,89.46.62.21,100,342,TRUE,7/29/2022 11:25,R_1gBGDSiQN0YhAsF,,,,,40.7157,-74,anonymous,EN,Extremely political,Extremely political,Somewhat political,Slightly Political,Very political,Slightly political,Slightly political,1. Regulate business to protect the environment and create jobs,Mostly by human activity,Extremely political,Slightly political,,Extremely political,,Somewhat political,,Very political,,Very political,,Not at all political,,,Slightly political,Extremely political,,0,1,A lot them had to do with environmental factors.,Independent,,,35 to 44 years old,Male,,Massachusetts,,29000,
7/29/2022 12:43,7/29/2022 12:49,IP Address,108.203.27.239,100,371,TRUE,7/29/2022 12:49,R_2DSJyy1RkV3v0sC,,,,,36.7685,-90.4096,anonymous,EN,Very political,Extremely political,Somewhat political,Slightly Political,Somewhat political,Not at all political,Not at all political,1. Regulate business to protect the environment and create jobs,Mostly by human activity,Very political,Slightly political,Slightly political,,Somewhat political,,,,,Extremely political,,,Not at all political,Very political,,Extremely political,Very  political,0,2,They all seemed to be about things happening or that will happen which I disagree with.,Weak Democrat,,,45 to 54 years old,Female,,Missouri,,21192,
7/29/2022 13:16,7/29/2022 13:25,IP Address,38.146.78.122,100,573,TRUE,7/29/2022 13:25,R_6nWrqZ0Y8b4WEAp,,,,,37.3505,-119.6485,anonymous,EN,Very political,Extremely political,Extremely political,Slightly Political,Somewhat political,Slightly political,Not at all political,1. Regulate business to protect the environment and create jobs,Mostly by human activity,Extremely political,,,,Very political,,Extremely political,Somewhat political,Somewhat political,Extremely political,,,Not at all political,Extremely political,,,Very  political,0,6,"No, they just looked like most normal ads would look. ",Strong Democrat,,,35 to 44 years old,Female,,California,I enjoyed the survey. thanks,92518,
7/29/2022 13:29,7/29/2022 13:33,IP Address,68.184.201.47,100,247,TRUE,7/29/2022 13:33,R_wNq7hO6AMQCCdHP,,,,,38.6154,-90.2159,anonymous,EN,Very political,Somewhat political,Very political,Slightly Political,Slightly political,Not at all political,Slightly political,1. Regulate business to protect the environment and create jobs,Mostly by human activity,Extremely political,,Extremely political,Very political,,Not at all political,Extremely political,,,,,Not at all political,Not at all political,,Not at all political,Very  political,,0,6,no,Weak Democrat,,,45 to 54 years old,Female,,Missouri,,75611,
7/29/2022 14:02,7/29/2022 14:07,IP Address,98.3.88.3,100,295,TRUE,7/29/2022 14:07,R_1gSWWlxbkQzDuSP,,,,,43.0054,-75.0528,anonymous,EN,Somewhat political,Very political,Somewhat political,Slightly Political,Somewhat political,Somewhat political,Not at all political,3,Equally by human activity and natural causes,,Slightly political,,,,,,Very political,Not at all political,,Slightly political,Not at all political,Not at all political,Very political,,Very  political,Very  political,0,1,no I did not,Independent,,,65 to 74 years old,Female,,New York,,35772,
7/29/2022 15:23,7/29/2022 15:29,IP Address,135.180.86.185,100,350,TRUE,7/29/2022 15:29,R_29iSGNdgorokKCO,,,,,37.7441,-122.48,anonymous,EN,Extremely political,Extremely political,Very political,Slightly Political,Very political,Slightly political,Not at all political,2,Mostly by human activity,Extremely political,,Slightly political,Somewhat political,Slightly political,,Extremely political,Not at all political,Not at all political,Extremely political,,,,,,Extremely political,,7,0,Alot of the ads were related to Trump even though Joe Biden has been president for over a year.,Weak Republican,,,25 to 34 years old,Male,,California,,79750,
7/29/2022 16:11,7/29/2022 16:22,IP Address,99.68.58.81,100,688,TRUE,7/29/2022 16:22,R_3fDEFz1Uc3AZDL3,,,,,37.8245,-83.7811,anonymous,EN,Very political,Somewhat political,Not at all political,Slightly Political,Not at all political,Not at all political,Not at all political,1. Regulate business to protect the environment and create jobs,Mostly by human activity,,Slightly political,,Extremely political,Somewhat political,,Slightly political,,Not at all political,,Not at all political,Not at all political,,,Not at all political,,Slightly political,0,10,no,Strong Democrat,,,65 to 74 years old,Female,,Kentucky,,32309,
7/29/2022 17:26,7/29/2022 17:31,IP Address,204.118.72.60,100,314,TRUE,7/29/2022 17:31,R_1Fba33fEvMJdSPb,,,,,38.2281,-84.8697,anonymous,EN,Extremely political,Extremely political,Somewhat political,Slightly Political,Somewhat political,Somewhat political,Slightly political,6,Equally by human activity and natural causes,Extremely political,Slightly political,Slightly political,,,,,,Not at all political,,Slightly political,Not at all political,,Extremely political,,Very  political,Somewhat political,6,4,"	No I didn't notice anything particularly unusual about the ads that would be what you would be expecting to see this comment. The sentences before the end I guess were usually me because they influenced the way that I saw some of the ads but not all. ",Weak Republican,,,35 to 44 years old,Female,,Kentucky,,22810,
